Theta,Alpha,Low_beta,High_beta,Gamma
126.1752955,157.2158446,61.47275506,36.1026869,32.64661344
135.9022587,180.2120665,76.79520525,42.3514035,32.39977284
213.4480487,156.5235744,63.49401158,38.92212402,39.19190458
206.4672845,187.0584811,100.1974766,53.58162629,33.76634842
406.4316707,155.4920769,34.49703714,19.72703642,74.70274028
126.1752955,157.2158446,61.47275506,36.1026869,32.64661344
135.9022587,180.2120665,76.79520525,42.3514035,32.39977284
213.4480487,156.5235744,63.49401158,38.92212402,39.19190458
206.4672845,187.0584811,100.1974766,53.58162629,33.76634842
406.4316707,155.4920769,34.49703714,19.72703642,74.70274028
126.1752955,157.2158446,61.47275506,36.1026869,32.64661344
135.9022587,180.2120665,76.79520525,42.3514035,32.39977284
213.4480487,156.5235744,63.49401158,38.92212402,39.19190458
206.4672845,187.0584811,100.1974766,53.58162629,33.76634842
406.4316707,155.4920769,34.49703714,19.72703642,74.70274028
126.1752955,157.2158446,61.47275506,36.1026869,32.64661344
32.83742825,27.75116376,12.2184056,12.90708413,24.95593163
48.66593241,26.18658058,10.47191294,12.17572481,23.4068657
43.2601147,30.83375313,18.81073826,13.95509731,26.96051299
89.14616485,29.77206939,10.11408803,9.76751551,57.90724105
31.82136549,24.1876985,9.771851604,12.06513129,24.79566596
32.83742825,27.75116376,12.2184056,12.90708413,24.95593163
48.66593241,26.18658058,10.47191294,12.17572481,23.4068657
43.2601147,30.83375313,18.81073826,13.95509731,26.96051299
89.14616485,29.77206939,10.11408803,9.76751551,57.90724105
31.82136549,24.1876985,9.771851604,12.06513129,24.79566596
32.83742825,27.75116376,12.2184056,12.90708413,24.95593163
48.66593241,26.18658058,10.47191294,12.17572481,23.4068657
43.2601147,30.83375313,18.81073826,13.95509731,26.96051299
89.14616485,29.77206939,10.11408803,9.76751551,57.90724105
31.82136549,24.1876985,9.771851604,12.06513129,24.79566596
32.83742825,27.75116376,12.2184056,12.90708413,24.95593163
48.66593241,26.18658058,10.47191294,12.17572481,23.4068657
43.2601147,30.83375313,18.81073826,13.95509731,26.96051299
89.14616485,29.77206939,10.11408803,9.76751551,57.90724105
